trade_id,timestamp,counterparty,instrument,amount_usd,status,settlement_days,hour_of_day,amount_zscore,trade_date,daily_trade_count,is_duplicate_flagged,is_off_hours,status_risk,anomaly_score,risk_score,flagged
TRD103793,2026-04-17 20:04:48.359482,"Cummings, Wood and Savage",FX,2328.4,SETTLED,2,20,-0.6451714108960147,2026-04-17,2,0,0,0,1,-0.1921825354947858,False
TRD102315,2026-04-17 20:26:03.345446,"Pittman, Perez and Smith",FX,1269.12,FAILED,1,20,-0.14683108435795472,2026-04-17,3,0,0,3,1,-0.06527043467940785,False
TRD102049,2026-04-17 20:38:20.343353,Mcintyre-Franco,EQUITY,6914.64,SETTLED,2,20,-0.2118262184290792,2026-04-17,1,0,0,0,1,-0.2011908786982174,False
TRD100186,2026-04-17 20:41:54.325326,Lee and Sons,BOND,46229.45,CANCELLED,2,20,1.0148330867334832,2026-04-17,3,0,0,2,1,-0.024910764700866506,False
TRD100632,2026-04-17 20:58:32.328839,"Henson, Miranda and Garcia",EQUITY,9929.18,PENDING,0,20,-0.30123962197203347,2026-04-17,2,0,0,1,1,-0.10550441601785637,False
TRD102838,2026-04-17 22:12:24.351783,"Henson, Miranda and Garcia",BOND,10052.2,SETTLED,3,22,-0.2985975670811869,2026-04-17,2,0,1,0,1,-0.14734770895395083,False
TRD103855,2026-04-17 22:59:46.359971,"Glenn, Thomas and Mcpherson",BOND,12079.48,FAILED,0,22,-0.14904415574760113,2026-04-17,1,0,1,3,-1,0.012076151805465396,True
TRD104044,2026-04-17 23:06:06.361466,Lee and Sons,COMMODITY,223021.51,SETTLED,1,23,7.214421442650824,2026-04-17,3,0,1,0,-1,0.09231744625141591,True
TRD103986,2026-04-17 23:33:39.361001,Vaughan-Hall,EQUITY,3693.3,SETTLED,1,23,-0.5055731487608324,2026-04-17,2,0,1,0,1,-0.17845237277989945,False
TRD101870,2026-04-17 23:46:28.341866,"Navarro, Gibson and Hernandez",EQUITY,3437.1,SETTLED,2,23,-0.3898653471430551,2026-04-17,3,0,1,0,1,-0.17562706781236864,False
TRD100201,2026-04-18 00:35:49.325443,Hernandez-Dennis,BOND,8154.23,SETTLED,2,0,-0.18286484560174368,2026-04-18,3,0,1,0,1,-0.18400197100449756,False
TRD101344,2026-04-18 01:15:21.337611,Lee and Sons,EQUITY,20093.39,SETTLED,2,1,0.09831673839998363,2026-04-18,4,0,1,0,1,-0.13464316049580355,False
TRD101267,2026-04-18 01:26:11.336946,Baker-Ingram,DERIVATIVE,4910.64,CANCELLED,1,1,-0.45605188157922144,2026-04-18,2,0,1,2,1,-0.062292646380066596,False
TRD101620,2026-04-18 01:51:00.339902,Castillo LLC,EQUITY,8225.54,SETTLED,4,1,-0.2169020242038144,2026-04-18,1,0,1,0,1,-0.06972821355792425,False
TRD100342,2026-04-18 02:40:54.326565,"Garrison, Hernandez and Rogers",FX,1869.54,SETTLED,2,2,-0.3408131484467714,2026-04-18,2,0,1,0,1,-0.18989141518512986,False
TRD103299,2026-04-18 02:59:53.355450,Nelson Ltd,FX,974.12,SETTLED,3,2,-0.3148328222078649,2026-04-18,2,0,1,0,1,-0.14751797298532182,False
TRD102208,2026-04-18 03:06:40.344595,Hernandez-Dennis,EQUITY,11097.56,SETTLED,0,3,-0.146662655996326,2026-04-18,3,0,1,0,1,-0.13490084910983446,False
TRD103427,2026-04-18 04:05:15.356455,"Smith, Levy and Brown",BOND,8323.24,SETTLED,3,4,-0.3179654149568053,2026-04-18,2,0,1,0,1,-0.14814005951482084,False
TRD103997,2026-04-18 04:13:06.361088,"Mccoy, Hayes and Hernandez",BOND,3467.1,SETTLED,4,4,-0.19067908409998158,2026-04-18,3,0,1,0,1,-0.08714148861365711,False
TRD104251,2026-04-18 04:13:51.363215,Lee and Sons,COMMODITY,78761.4,SETTLED,1,4,2.1556348762215696,2026-04-18,4,0,1,0,1,-0.00402941950792024,False
TRD103801,2026-04-18 04:39:14.359547,Crane-Shields,DERIVATIVE,14507.66,SETTLED,1,4,-0.1283734607919415,2026-04-18,4,0,1,0,1,-0.1562664240492746,False
TRD103452,2026-04-18 04:47:14.356656,Baker-Ingram,DERIVATIVE,5215.32,SETTLED,2,4,-0.4445204605744199,2026-04-18,2,0,1,0,1,-0.18422455899306772,False
TRD102540,2026-04-18 04:56:34.347340,"Mccoy, Hayes and Hernandez",FX,2459.45,SETTLED,2,4,-0.19686158985485197,2026-04-18,3,0,1,0,1,-0.18167452069597428,False
TRD102440,2026-04-18 05:04:08.346498,"Cummings, Wood and Savage",EQUITY,26703.2,PENDING,3,5,0.7203390822084776,2026-04-18,2,0,1,1,1,-0.014717083144892285,False
TRD101877,2026-04-18 05:57:33.341921,Russell-Mcbride,DERIVATIVE,3530.87,SETTLED,0,5,-0.3607744837025066,2026-04-18,3,0,1,0,1,-0.1344811882650322,False
TRD102266,2026-04-18 06:23:46.345062,West-Martin,EQUITY,14779.52,PENDING,1,6,-0.14059241477033543,2026-04-18,1,0,0,1,1,-0.10311548345547733,False
TRD104677,2026-04-18 06:32:32.367628,"Mccoy, Hayes and Hernandez",EQUITY,605.73,FAILED,2,6,-0.20823521618137245,2026-04-18,3,0,0,3,1,-0.061070655423361986,False
TRD103588,2026-04-18 06:54:14.357849,"Duncan, Cox and Wilson",COMMODITY,33674.4,SETTLED,1,6,0.05175047411795244,2026-04-18,1,0,0,0,1,-0.16529962688205058,False
TRD102676,2026-04-18 06:56:51.349700,Crane-Shields,EQUITY,9907.86,SETTLED,3,6,-0.15462373217647452,2026-04-18,4,0,0,0,1,-0.1565649853229542,False
TRD101141,2026-04-18 07:38:42.335839,Macias-Oliver,FX,33959.75,SETTLED,1,7,0.3130428253159598,2026-04-18,3,0,0,0,1,-0.17963095975440835,False
TRD101719,2026-04-18 08:13:44.340680,Russell-Mcbride,EQUITY,1726.81,SETTLED,2,8,-0.3929559402684901,2026-04-18,3,0,0,0,1,-0.20965940018745172,False
TRD102795,2026-04-18 08:48:31.351372,Ross and Sons,FX,56242.84,FAILED,1,8,0.8881347677866542,2026-04-18,2,0,0,3,1,-0.00311230911819782,False
TRD104069,2026-04-18 09:19:58.361664,Santiago PLC,DERIVATIVE,1163.74,SETTLED,2,9,-0.43512373932109344,2026-04-18,2,0,0,0,1,-0.21235103805902666,False
TRD103089,2026-04-18 10:02:01.353801,"Salazar, Jones and Miller",DERIVATIVE,54703.36,SETTLED,2,10,0.76760872540888,2026-04-18,2,0,0,0,1,-0.14758555390227557,False
TRD103630,2026-04-18 10:11:08.358186,Lee and Sons,DERIVATIVE,87584.59,SETTLED,2,10,2.465038737379397,2026-04-18,4,0,0,0,1,-0.03766750047820344,False
TRD100030,2026-04-18 10:13:07.324080,"Lutz, Garcia and White",FX,4559.6,SETTLED,1,10,-0.5278589335047398,2026-04-18,1,0,0,0,1,-0.1794222098766442,False
TRD101501,2026-04-18 10:46:01.338966,"Henson, Miranda and Garcia",DERIVATIVE,4932.86,SETTLED,3,10,-0.40854373262261445,2026-04-18,3,0,0,0,1,-0.1800300000655473,False
TRD102993,2026-04-18 10:57:23.353051,"Scott, Johnson and Wiley",COMMODITY,3113.38,SETTLED,2,10,-0.44654913241676353,2026-04-18,1,0,0,0,1,-0.19136482240101,False
TRD103534,2026-04-18 13:05:27.357291,Hernandez-Dennis,BOND,55644.79,SETTLED,0,13,0.40125662823485114,2026-04-18,3,0,0,0,1,-0.10102844672080075,False
TRD102098,2026-04-18 13:52:42.343733,Vaughan-Hall,DERIVATIVE,30235.14,SETTLED,0,13,0.5877994693592672,2026-04-18,2,0,0,0,1,-0.12409841692977691,False
TRD104896,2026-04-18 14:23:31.369524,Ross and Sons,DERIVATIVE,10060.44,SETTLED,1,14,-0.19063318606849924,2026-04-18,2,0,0,0,1,-0.22015581841776555,False
TRD103597,2026-04-18 14:24:18.357925,"Pittman, Perez and Smith",COMMODITY,19869.36,SETTLED,2,14,-0.07576539001328124,2026-04-18,1,0,0,0,1,-0.18774497065917484,False
TRD101071,2026-04-18 14:35:25.335226,Macias-Oliver,BOND,9976.72,SETTLED,2,14,-0.3388193332659565,2026-04-18,3,0,0,0,1,-0.2116772447360306,False
TRD101789,2026-04-18 14:54:53.341233,"Glenn, Thomas and Mcpherson",EQUITY,3045.89,SETTLED,0,14,-0.22692353232795495,2026-04-18,1,0,0,0,1,-0.15154162454005848,False
TRD102360,2026-04-18 15:18:04.345802,Mcintyre-Franco,BOND,27135.24,SETTLED,2,15,-0.03253073233102532,2026-04-18,1,0,0,0,1,-0.1783681089285145,False
TRD103268,2026-04-18 15:49:01.355211,Macias-Oliver,FX,2588.56,SETTLED,2,15,-0.5396305704427673,2026-04-18,3,0,0,0,1,-0.20098698754598265,False
TRD101399,2026-04-18 16:11:01.338079,Crane-Shields,COMMODITY,5262.94,SETTLED,2,16,-0.1811314956791149,2026-04-18,4,0,0,0,1,-0.19050856026499569,False
TRD103891,2026-04-18 16:13:34.360252,"Garrison, Hernandez and Rogers",EQUITY,9224.15,SETTLED,4,16,-0.22840060595534922,2026-04-18,2,0,0,0,1,-0.11615193837499471,False
TRD103141,2026-04-18 17:01:03.354201,"Henson, Miranda and Garcia",EQUITY,24436.81,SETTLED,3,17,0.010335364177310008,2026-04-18,3,0,0,0,1,-0.1609223165506375,False
TRD104621,2026-04-18 17:30:20.367146,Vaughan-Hall,DERIVATIVE,7972.84,SETTLED,0,17,-0.3292804782395086,2026-04-18,2,0,0,0,1,-0.17777601953004274,False
TRD101397,2026-04-18 17:42:24.338062,Drake-Leon,BOND,7803.07,SETTLED,1,17,-0.17893635761103435,2026-04-18,1,0,0,0,1,-0.1958771029909105,False
TRD102701,2026-04-18 17:46:30.350073,Neal Group,COMMODITY,15386.38,SETTLED,2,17,-0.1366479286212815,2026-04-18,3,0,0,0,1,-0.21176103239867222,False
TRD102701_DUP,2026-04-18 17:46:30.350073,Neal Group,COMMODITY,15386.38,SETTLED,2,17,-0.1366479286212815,2026-04-18,3,1,0,0,1,-0.21176103239867222,True
TRD101555,2026-04-18 18:21:32.339391,Butler-Banks,BOND,2009.94,FAILED,1,18,-0.5945147100547179,2026-04-18,1,0,0,3,1,-0.022217441033758778,False
TRD103260,2026-04-18 18:29:26.355148,"Brown, Chen and Crawford",BOND,5335.89,FAILED,1,18,-0.2966259387680162,2026-04-18,1,0,0,3,1,-0.05513010328845536,False
TRD101826,2026-04-18 18:59:14.341524,"Henson, Miranda and Garcia",BOND,13818.02,SETTLED,1,18,-0.21772044832775025,2026-04-18,3,0,0,0,1,-0.21039122078363692,False
TRD102768,2026-04-18 20:00:38.350999,Neal Group,FX,2282.97,SETTLED,1,20,-0.19452428951627115,2026-04-18,3,0,0,0,1,-0.21209955888798737,False
TRD102952,2026-04-18 20:22:20.352708,"Navarro, Gibson and Hernandez",COMMODITY,2772.5,SETTLED,1,20,-0.4025540980966526,2026-04-18,3,0,0,0,1,-0.20959578261260858,False
TRD101709,2026-04-18 20:53:29.340605,"Navarro, Gibson and Hernandez",DERIVATIVE,1717.89,SETTLED,1,20,-0.4226890418871635,2026-04-18,3,0,0,0,1,-0.20559002892687528,False
TRD104624,2026-04-18 21:00:24.367171,"Smith, Levy and Brown",FX,39964.76,PENDING,0,21,1.007394629571108,2026-04-18,2,0,1,1,1,-0.0004936658950166484,False
TRD102385,2026-04-18 21:19:30.345997,"Salazar, Jones and Miller",BOND,8252.07,SETTLED,1,21,-0.2875923916283651,2026-04-18,2,0,1,0,1,-0.19492730653840717,False
TRD101378,2026-04-18 21:43:20.337900,"Cummings, Wood and Savage",BOND,10239.72,FAILED,1,21,-0.20196816515420626,2026-04-18,2,0,1,3,1,-0.04241580916410037,False
TRD103070,2026-04-18 21:52:36.353656,"Navarro, Gibson and Hernandez",DERIVATIVE,4531.87,CANCELLED,1,21,-0.36896365607855014,2026-04-18,3,0,1,2,1,-0.06467675740850876,False
TRD100559,2026-04-18 22:04:11.328270,Santiago PLC,DERIVATIVE,10314.63,PENDING,3,22,-0.23290251002124016,2026-04-18,2,0,1,1,1,-0.0714180826226336,False
TRD102356,2026-04-18 22:17:17.345772,Nelson Ltd,DERIVATIVE,13247.49,SETTLED,2,22,-0.18583278256213864,2026-04-18,2,0,1,0,1,-0.1911045999886028,False
TRD101810,2026-04-18 22:25:56.341397,Crane-Shields,FX,1560.2,SETTLED,2,22,-0.202262399167607,2026-04-18,4,0,1,0,1,-0.15518430286399237,False
TRD104688,2026-04-18 23:26:45.367723,Lee and Sons,FX,680.05,SETTLED,3,23,-0.5824531819995205,2026-04-18,4,0,1,0,1,-0.08482619692776894,False
TRD101327,2026-04-18 23:56:18.337465,Russell-Mcbride,BOND,3679.74,SETTLED,2,23,-0.3581188883015897,2026-04-18,3,0,1,0,1,-0.18145183782858015,False
TRD103725,2026-04-19 00:00:39.358942,Pineda LLC,EQUITY,4676.8,SETTLED,2,0,-0.3149871347628142,2026-04-19,1,0,1,0,1,-0.1729522616597658,False
TRD100130,2026-04-19 00:40:11.324881,West-Martin,DERIVATIVE,2664.26,SETTLED,1,0,-0.2085219390983955,2026-04-19,1,0,1,0,1,-0.1679726168345147,False
TRD100728,2026-04-19 00:48:11.329727,Santiago PLC,EQUITY,20010.45,SETTLED,2,0,-0.01863912804745351,2026-04-19,1,0,1,0,1,-0.1609957781395187,False
TRD101587,2026-04-19 01:19:51.339645,Ramos-Schmitt,DERIVATIVE,2434.12,SETTLED,1,1,-0.25919010857590047,2026-04-19,4,0,1,0,1,-0.15450951558591525,False
TRD103414,2026-04-19 01:45:48.356352,"Navarro, Gibson and Hernandez",BOND,6585.23,SETTLED,1,1,-0.329760265079334,2026-04-19,4,0,1,0,1,-0.1534374936894427,False
TRD102405,2026-04-19 02:14:36.346180,Castillo LLC,COMMODITY,20086.15,SETTLED,0,2,-0.08147191057656836,2026-04-19,1,0,1,0,1,-0.11094040254209131,False
TRD100328,2026-04-19 02:58:50.326458,"Mccoy, Hayes and Hernandez",COMMODITY,8239.67,SETTLED,1,2,-0.1613966532058002,2026-04-19,1,0,1,0,1,-0.17306698440751955,False
TRD100120,2026-04-19 03:59:13.324801,Mccormick-Ewing,BOND,3130.58,FAILED,1,3,-0.41869011733684625,2026-04-19,3,0,1,3,1,-0.025938166548371444,False
TRD102803,2026-04-19 04:26:24.351498,Nelson Ltd,EQUITY,1763.15,SETTLED,1,4,-0.30653967197433757,2026-04-19,2,0,1,0,1,-0.1902393360854206,False
TRD102430,2026-04-19 04:33:12.346420,Butler-Banks,DERIVATIVE,4578.13,FAILED,1,4,-0.5290093738551707,2026-04-19,1,0,1,3,1,-0.013411456557640311,False
TRD104175,2026-04-19 06:03:17.362494,"Brown, Chen and Crawford",FX,1327.87,FAILED,1,6,-0.34064339378452885,2026-04-19,1,0,0,3,1,-0.04272690584041927,False
TRD103768,2026-04-19 06:15:43.359290,"Salazar, Jones and Miller",BOND,4828.32,SETTLED,0,6,-0.36536730002071044,2026-04-19,4,0,0,0,1,-0.14041625148285286,False
TRD102592,2026-04-19 08:01:47.347765,Ross and Sons,BOND,28240.63,FAILED,0,8,0.23403522369361626,2026-04-19,2,0,0,3,1,-0.00863628812053141,False
TRD104515,2026-04-19 08:23:37.366204,Ramos-Schmitt,EQUITY,7987.01,SETTLED,1,8,-0.22293138085737713,2026-04-19,4,0,0,0,1,-0.18849065852562952,False
TRD102698,2026-04-19 08:30:18.350030,"Smith, Levy and Brown",COMMODITY,10802.72,SETTLED,2,8,-0.21410808688893532,2026-04-19,1,0,0,0,1,-0.20060225898401873,False
TRD101357,2026-04-19 08:33:41.337723,Ramos-Schmitt,EQUITY,12596.56,FAILED,0,8,-0.1928323840548258,2026-04-19,4,0,0,3,1,-0.012249356080055063,False
TRD103926,2026-04-19 08:50:19.360529,"Pittman, Perez and Smith",FX,12484.85,PENDING,2,8,-0.1039792910460198,2026-04-19,1,0,0,1,1,-0.11125036658069987,False
TRD100644,2026-04-19 09:14:23.328934,Mccormick-Ewing,FX,2155.89,SETTLED,0,9,-0.45182945139241,2026-04-19,3,0,0,0,1,-0.1566080137929285,False
TRD103558,2026-04-19 09:20:15.357478,"Lewis, Thompson and Jimenez",DERIVATIVE,66425.33,SETTLED,1,9,0.8530667018342958,2026-04-19,3,0,0,0,1,-0.11570555957907297,False
TRD102381,2026-04-19 09:28:48.345967,"Navarro, Gibson and Hernandez",EQUITY,18148.32,SETTLED,2,9,-0.1089941361837061,2026-04-19,4,0,0,0,1,-0.18221347179292596,False
